record_id,timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,average_speed,signal_cycle_time,green_time,yellow_time,red_time,weather_condition,day_of_week,is_holiday,event,pollution_level,car_count,bus_count,truck_count,motorcycle_count
4503.0,2023-01-04 03:00:00,3.0,Chowk,25.4314,81.8437,85.0,35.17,120.0,68.0,4.0,48.0,Heatwave,Wednesday,0.0,,1.74,50.0,10.0,7.0,18.0
3453.0,2023-01-03 09:30:00,3.0,Chowk,25.4314,81.8437,210.0,17.47,120.0,78.0,3.0,39.0,Heavy Rain,Tuesday,0.0,,4.79,122.0,28.0,24.0,36.0
993.0,2023-01-01 16:30:00,3.0,Chowk,25.4314,81.8437,43.0,31.42,120.0,65.0,2.0,53.0,Heavy Rain,Sunday,1.0,,0.83,27.0,4.0,4.0,8.0
1713.0,2023-01-02 04:30:00,3.0,Chowk,25.4314,81.8437,39.0,46.79,120.0,54.0,5.0,61.0,Clear,Monday,0.0,,0.94,21.0,5.0,6.0,7.0
8608.0,2023-01-06 23:20:00,8.0,Jhunsi,25.4326,81.9061,97.0,35.69,120.0,63.0,4.0,53.0,Clear,Friday,0.0,,1.92,62.0,11.0,7.0,17.0
8964.0,2023-01-07 05:20:00,4.0,,25.4675,81.8867,70.0,37.11,120.0,64.0,4.0,52.0,Heatwave,Saturday,0.0,,1.28,47.0,5.0,7.0,11.0
,2023-01-07 00:10:00,6.0,Allahabad Junction,25.4358,81.8307,80.0,39.58,120.0,58.0,4.0,58.0,Clear,Saturday,0.0,,1.73,49.0,8.0,11.0,12.0
7707.0,2023-01-06 08:20:00,7.0,Phaphamau,25.4945,81.8686,353.0,10.64,120.0,77.0,6.0,37.0,Clear,Friday,0.0,Roadwork,6.82,212.0,35.0,30.0,76.0
3537.0,2023-01-03 10:50:00,7.0,Phaphamau,25.4945,81.8686,164.0,20.35,120.0,82.0,4.0,34.0,Heavy Rain,Tuesday,0.0,,3.7,,24.0,14.0,26.0
8604.0,2023-01-06 23:20:00,4.0,Tagore Town,25.4675,81.8867,159.0,31.2,120.0,83.0,4.0,33.0,Clear,Friday,0.0,Local Market Fair,3.03,102.0,14.0,15.0,28.0
9092.0,2023-01-07 07:30:00,2.0,Katra,25.455,81.8463,238.0,23.83,120.0,77.0,5.0,38.0,Cold Wave,Saturday,0.0,,4.54,153.0,25.0,16.0,44.0
1910.0,2023-01-02 07:40:00,10.0,Minto Park,25.4352,81.882,216.0,25.88,120.0,84.0,5.0,31.0,Clear,Monday,0.0,,4.14,129.0,20.0,20.0,47.0
7483.0,2023-01-06 04:40:00,3.0,Chowk,25.4314,81.8437,238.0,12.18,120.0,79.0,,36.0,Clear,Friday,0.0,Roadwork,,135.0,27.0,25.0,51.0
8701.0,2023-01-07 01:00:00,1.0,Civil Lines,25.4486,81.8333,180.0,13.47,120.0,85.0,6.0,29.0,Clear,Saturday,0.0,Accident,3.49,117.0,11.0,26.0,26.0
9396.0,2023-01-07 12:30:00,6.0,Allahabad Junction,25.4358,81.8307,59.0,43.69,120.0,52.0,5.0,63.0,Clear,Saturday,0.0,,1.0,38.0,5.0,3.0,13.0
6147.0,2023-01-05 06:20:00,7.0,Phaphamau,25.4945,81.8686,52.0,45.69,120.0,58.0,6.0,56.0,Clear,Thursday,1.0,,1.24,31.0,7.0,7.0,7.0
2173.0,2023-01-02 12:10:00,3.0,Chowk,25.4314,81.8437,112.0,31.48,120.0,71.0,3.0,46.0,Cold Wave,Monday,0.0,,2.34,67.0,14.0,9.0,22.0
6647.0,2023-01-05 14:40:00,7.0,Phaphamau,25.4945,81.8686,56.0,38.53,120.0,55.0,3.0,,Clear,Thursday,1.0,,1.11,34.0,7.0,3.0,12.0
5095.0,2023-01-04 12:50:00,5.0,Naini Bridge,25.4088,81.8592,153.0,15.1,120.0,79.0,3.0,38.0,Clear,Wednesday,0.0,Accident,2.66,96.0,10.0,14.0,33.0
517.0,2023-01-01 08:30:00,7.0,Phaphamau,25.4945,81.8686,108.0,33.46,120.0,58.0,4.0,58.0,Clear,Sunday,1.0,,2.05,75.0,8.0,12.0,13.0
2371.0,2023-01-02 15:30:00,1.0,Civil Lines,25.4486,81.8333,118.0,29.87,120.0,62.0,4.0,54.0,Clear,Monday,0.0,,2.82,60.0,17.0,15.0,26.0
7843.0,2023-01-06 10:40:00,3.0,Chowk,25.4314,81.8437,88.0,37.52,120.0,53.0,4.0,63.0,Clear,Friday,0.0,Local Market Fair,1.73,59.0,8.0,9.0,12.0
9992.0,2023-01-07 22:30:00,2.0,Katra,25.455,81.8463,56.0,33.75,120.0,64.0,4.0,52.0,Fog,Saturday,0.0,,1.03,33.0,4.0,6.0,13.0
1927.0,2023-01-02 08:00:00,7.0,Phaphamau,25.4945,81.8686,178.0,30.59,120.0,77.0,4.0,39.0,Clear,Monday,0.0,,3.32,111.0,14.0,18.0,35.0
4490.0,2023-01-04 02:40:00,10.0,Minto Park,25.4352,81.882,106.0,33.36,120.0,55.0,3.0,62.0,Clear,Wednesday,0.0,,1.92,62.0,10.0,7.0,27.0
6527.0,2023-01-05 12:40:00,7.0,Phaphamau,25.4945,81.8686,155.0,14.45,120.0,77.0,3.0,40.0,Clear,Thursday,1.0,Roadwork,3.16,95.0,16.0,16.0,28.0
3921.0,2023-01-03 17:20:00,1.0,Civil Lines,25.4486,81.8333,203.0,25.86,120.0,73.0,4.0,43.0,Clear,Tuesday,0.0,,3.91,118.0,21.0,16.0,48.0
856.0,2023-01-01 14:10:00,6.0,Allahabad Junction,25.4358,81.8307,35.0,40.34,120.0,61.0,3.0,56.0,Fog,Sunday,1.0,,0.51,28.0,2.0,1.0,4.0
1859.0,2023-01-02 06:50:00,9.0,MNNIT Gate,,81.8639,151.0,32.35,120.0,73.0,4.0,43.0,Clear,Monday,0.0,,3.03,96.0,17.0,12.0,26.0
5485.0,2023-01-04 19:20:00,5.0,Naini Bridge,25.4088,81.8592,194.0,24.33,120.0,80.0,5.0,35.0,Light Rain,Wednesday,0.0,,3.96,113.0,19.0,22.0,40.0
5473.0,2023-01-04 19:10:00,3.0,Chowk,25.4314,81.8437,240.0,23.13,120.0,88.0,2.0,30.0,Clear,Wednesday,0.0,,4.76,153.0,25.0,21.0,41.0
2290.0,2023-01-02 14:00:00,10.0,Minto Park,25.4352,81.882,47.0,41.4,120.0,62.0,4.0,54.0,Heatwave,Monday,0.0,,1.12,25.0,8.0,4.0,10.0
9611.0,2023-01-07 16:10:00,1.0,Civil Lines,25.4486,81.8333,84.0,38.58,120.0,60.0,7.0,53.0,Clear,Saturday,0.0,,1.65,48.0,7.0,10.0,19.0
1144.0,2023-01-01 19:00:00,4.0,Tagore Town,25.4675,81.8867,78.0,39.75,120.0,58.0,4.0,58.0,Clear,Sunday,1.0,,1.42,46.0,5.0,9.0,18.0
5545.0,2023-01-04 20:20:00,5.0,Naini Bridge,25.4088,81.8592,221.0,24.83,120.0,84.0,6.0,30.0,Clear,Wednesday,0.0,,4.31,132.0,18.0,26.0,45.0
6884.0,2023-01-05 18:40:00,4.0,Tagore Town,25.4675,81.8867,86.0,37.75,120.0,66.0,5.0,49.0,Clear,Thursday,1.0,,1.93,58.0,10.0,11.0,7.0
520.0,2023-01-01 08:30:00,10.0,Minto Park,25.4352,81.882,84.0,33.22,120.0,50.0,5.0,65.0,Clear,Sunday,1.0,,1.68,49.0,5.0,14.0,16.0
8098.0,2023-01-06 14:50:00,8.0,Jhunsi,25.4326,81.9061,151.0,30.99,120.0,81.0,7.0,32.0,Clear,Friday,0.0,,3.22,99.0,19.0,13.0,20.0
8152.0,2023-01-06 15:50:00,2.0,Katra,25.455,81.8463,111.0,33.88,120.0,64.0,5.0,51.0,,Friday,0.0,,2.32,70.0,10.0,15.0,16.0
8142.0,2023-01-06 15:40:00,2.0,Katra,25.455,,96.0,37.39,120.0,56.0,3.0,61.0,Clear,Friday,0.0,,1.97,54.0,9.0,12.0,21.0
9617.0,2023-01-07 16:10:00,7.0,Phaphamau,25.4945,81.8686,96.0,17.89,120.0,63.0,6.0,51.0,Clear,Saturday,0.0,Roadwork,1.95,58.0,11.0,8.0,19.0
8902.0,2023-01-07 04:20:00,2.0,Katra,25.455,81.8463,76.0,36.22,120.0,62.0,4.0,54.0,Light Rain,Saturday,0.0,,1.9,40.0,12.0,10.0,14.0
8957.0,2023-01-07 05:10:00,7.0,Phaphamau,25.4945,81.8686,77.0,40.74,120.0,62.0,4.0,54.0,Clear,Saturday,0.0,,1.57,49.0,11.0,3.0,14.0
3337.0,2023-01-03 07:30:00,7.0,Phaphamau,25.4945,81.8686,195.0,27.06,120.0,76.0,4.0,40.0,Clear,Tuesday,0.0,,3.25,131.0,9.0,20.0,35.0
7694.0,2023-01-06 08:10:00,4.0,Tagore Town,25.4675,81.8867,211.0,26.34,120.0,75.0,4.0,41.0,Heatwave,Friday,0.0,Local Market Fair,4.22,129.0,23.0,18.0,41.0
881.0,2023-01-01 14:40:00,1.0,Civil Lines,25.4486,81.8333,45.0,42.43,120.0,51.0,4.0,65.0,Cold Wave,Sunday,1.0,New Year Celebration,0.7,30.0,3.0,2.0,10.0
8145.0,2023-01-06 15:40:00,5.0,Naini Bridge,25.4088,81.8592,123.0,32.16,120.0,62.0,6.0,52.0,Clear,Friday,0.0,,2.75,78.0,16.0,13.0,16.0
3206.0,2023-01-03 05:20:00,6.0,Allahabad Junction,25.4358,81.8307,134.0,30.6,120.0,63.0,6.0,51.0,Clear,Tuesday,0.0,,2.34,93.0,10.0,10.0,21.0
7421.0,2023-01-06 03:40:00,1.0,Civil Lines,25.4486,81.8333,55.0,44.59,120.0,60.0,5.0,55.0,Clear,Friday,0.0,,1.14,35.0,7.0,4.0,9.0
1447.0,2023-01-02 00:00:00,7.0,Phaphamau,25.4945,81.8686,47.0,43.55,120.0,55.0,4.0,61.0,Clear,Monday,0.0,,1.11,26.0,9.0,2.0,10.0
951.0,2023-01-01 15:50:00,1.0,Civil Lines,25.4486,81.8333,58.0,37.62,120.0,62.0,4.0,54.0,Clear,Sunday,1.0,New Year Celebration,1.38,35.0,7.0,9.0,7.0
7143.0,2023-01-05 23:00:00,3.0,Chowk,25.4314,81.8437,49.0,38.98,120.0,47.0,5.0,68.0,Light Rain,Thursday,1.0,,0.88,26.0,6.0,1.0,16.0
8124.0,2023-01-06 15:20:00,4.0,Tagore Town,25.4675,81.8867,128.0,31.87,120.0,66.0,6.0,48.0,Clear,Friday,0.0,Local Market Fair,2.19,85.0,10.0,8.0,25.0
8857.0,2023-01-07 03:30:00,7.0,Phaphamau,25.4945,81.8686,59.0,28.34,120.0,55.0,5.0,60.0,Heavy Rain,Saturday,0.0,,1.21,40.0,8.0,3.0,8.0
9878.0,2023-01-07 20:30:00,8.0,Jhunsi,25.4326,81.9061,223.0,26.08,120.0,86.0,5.0,29.0,Clear,Saturday,0.0,,4.18,141.0,18.0,22.0,42.0
5486.0,2023-01-04 19:20:00,6.0,Allahabad Junction,25.4358,81.8307,111.0,28.91,120.0,66.0,5.0,49.0,Light Rain,Wednesday,0.0,,2.22,67.0,8.0,16.0,20.0
1248.0,2023-01-01 20:40:00,8.0,Jhunsi,25.4326,81.9061,52.0,42.35,120.0,53.0,5.0,62.0,Clear,Sunday,1.0,,0.74,34.0,2.0,3.0,13.0
7920.0,2023-01-06 11:50:00,10.0,Minto Park,25.4352,81.882,141.0,29.25,120.0,55.0,5.0,60.0,Clear,Friday,0.0,,2.53,97.0,10.0,13.0,
9572.0,2023-01-07 15:30:00,2.0,Katra,25.455,81.8463,67.0,27.55,120.0,53.0,4.0,63.0,Heavy Rain,Saturday,0.0,,1.56,40.0,,5.0,11.0
5077.0,2023-01-04 12:30:00,7.0,Phaphamau,25.4945,81.8686,164.0,29.31,120.0,66.0,6.0,48.0,Clear,Wednesday,0.0,,3.39,93.0,16.0,20.0,35.0
41.0,2023-01-01 00:40:00,1.0,Civil Lines,25.4486,81.8333,64.0,38.84,120.0,60.0,7.0,53.0,Light Rain,Sunday,1.0,New Year Celebration,1.24,38.0,8.0,3.0,15.0
1658.0,2023-01-02 03:30:00,8.0,Jhunsi,25.4326,81.9061,144.0,29.51,120.0,57.0,4.0,59.0,Clear,Monday,0.0,,3.09,86.0,19.0,12.0,27.0
,2023-01-04 13:10:00,5.0,Naini Bridge,25.4088,81.8592,178.0,13.77,120.0,84.0,5.0,31.0,Cold Wave,Wednesday,0.0,Accident,3.37,113.0,14.0,19.0,32.0
7501.0,2023-01-06 05:00:00,1.0,Civil Lines,25.4486,81.8333,43.0,37.58,120.0,62.0,5.0,53.0,Fog,Friday,0.0,,0.73,23.0,2.0,5.0,13.0
1932.0,2023-01-02 08:10:00,2.0,Katra,25.455,81.8463,149.0,29.48,120.0,56.0,5.0,59.0,Clear,Monday,0.0,,3.13,83.0,16.0,17.0,33.0
7648.0,2023-01-06 07:20:00,8.0,Jhunsi,25.4326,81.9061,172.0,29.76,120.0,75.0,6.0,39.0,Clear,Friday,0.0,,3.53,98.0,22.0,12.0,40.0
7748.0,2023-01-06 09:00:00,8.0,Jhunsi,25.4326,81.9061,171.0,28.8,120.0,81.0,4.0,35.0,Clear,Friday,0.0,,3.61,108.0,21.0,15.0,27.0
3085.0,2023-01-03 03:20:00,5.0,Naini Bridge,25.4088,81.8592,99.0,35.09,120.0,61.0,4.0,55.0,Clear,Tuesday,0.0,,1.92,61.0,12.0,5.0,21.0
7381.0,2023-01-06 03:00:00,1.0,Civil Lines,25.4486,81.8333,139.0,28.65,,68.0,4.0,48.0,Clear,Friday,0.0,,2.97,79.0,20.0,9.0,31.0
7724.0,2023-01-06 08:40:00,4.0,Tagore Town,25.4675,81.8867,218.0,25.88,120.0,79.0,4.0,37.0,Clear,Friday,0.0,Local Market Fair,4.34,130.0,17.0,29.0,42.0
9822.0,2023-01-07 19:40:00,2.0,Katra,25.455,81.8463,187.0,27.34,120.0,85.0,4.0,31.0,Clear,Saturday,0.0,,3.32,115.0,11.0,21.0,40.0
4686.0,2023-01-04 06:00:00,6.0,Allahabad Junction,25.4358,81.8307,75.0,38.93,120.0,63.0,4.0,53.0,Clear,Wednesday,0.0,,1.54,45.0,9.0,6.0,15.0
5161.0,2023-01-04 14:00:00,1.0,Civil Lines,25.4486,81.8333,74.0,31.6,120.0,64.0,5.0,51.0,Light Rain,Wednesday,0.0,,1.03,50.0,2.0,5.0,17.0
10.0,2023-01-01 00:00:00,10.0,Minto Park,25.4352,81.882,77.0,39.83,120.0,60.0,5.0,55.0,Clear,Sunday,1.0,,1.44,46.0,6.0,8.0,17.0
7078.0,2023-01-05 21:50:00,8.0,Jhunsi,25.4326,81.9061,45.0,44.44,120.0,56.0,5.0,59.0,Clear,Thursday,1.0,,0.95,26.0,5.0,5.0,9.0
8700.0,2023-01-07 00:50:00,10.0,Minto Park,25.4352,81.882,83.0,34.94,120.0,60.0,4.0,56.0,Clear,Saturday,0.0,,1.64,54.0,8.0,8.0,13.0
7031.0,2023-01-05 21:10:00,1.0,Civil Lines,25.4486,81.8333,62.0,41.44,120.0,63.0,5.0,52.0,Clear,Thursday,1.0,,1.27,39.0,8.0,4.0,11.0
973.0,2023-01-01 16:10:00,3.0,Chowk,25.4314,81.8437,48.0,43.67,120.0,,6.0,61.0,Clear,Sunday,1.0,,0.95,27.0,4.0,6.0,11.0
978.0,2023-01-01 16:10:00,8.0,Jhunsi,25.4326,81.9061,73.0,40.13,120.0,54.0,5.0,61.0,Clear,Sunday,1.0,,1.42,40.0,7.0,7.0,19.0
603.0,2023-01-01 10:00:00,3.0,Chowk,25.4314,81.8437,93.0,27.85,120.0,58.0,5.0,57.0,Fog,Sunday,1.0,,2.06,53.0,15.0,5.0,20.0
307.0,2023-01-01 05:00:00,7.0,Phaphamau,25.4945,81.8686,83.0,35.21,120.0,64.0,6.0,50.0,Clear,Sunday,1.0,,1.98,44.0,14.0,7.0,18.0
9652.0,2023-01-07 16:50:00,2.0,Katra,25.455,81.8463,53.0,40.76,120.0,58.0,4.0,58.0,Clear,Saturday,0.0,,1.1,36.0,9.0,0.0,8.0
9426.0,2023-01-07 13:00:00,6.0,Allahabad Junction,25.4358,81.8307,119.0,35.13,120.0,60.0,3.0,57.0,Clear,Saturday,0.0,,2.58,70.0,18.0,7.0,24.0
8129.0,2023-01-06 15:20:00,9.0,,25.492,81.8639,95.0,37.63,120.0,60.0,4.0,56.0,Clear,Friday,0.0,,1.78,61.0,6.0,12.0,16.0
7141.0,2023-01-05 23:00:00,1.0,Civil Lines,25.4486,81.8333,21.0,47.47,120.0,59.0,6.0,55.0,Light Rain,Thursday,1.0,,0.56,10.0,5.0,1.0,5.0
7464.0,2023-01-06 04:20:00,4.0,Tagore Town,25.4675,81.8867,129.0,33.76,120.0,47.0,5.0,68.0,Clear,Friday,0.0,Local Market Fair,2.38,79.0,11.0,11.0,28.0
9416.0,2023-01-07 12:50:00,6.0,Allahabad Junction,25.4358,81.8307,127.0,33.15,120.0,55.0,5.0,60.0,Clear,Saturday,0.0,,2.62,76.0,15.0,11.0,25.0
2886.0,2023-01-03 00:00:00,6.0,Allahabad Junction,25.4358,81.8307,66.0,32.44,120.0,54.0,6.0,60.0,Light Rain,Tuesday,0.0,,1.38,38.0,6.0,9.0,13.0
2359.0,2023-01-02 15:10:00,,MNNIT Gate,25.492,81.8639,74.0,33.15,120.0,67.0,5.0,48.0,Cold Wave,Monday,0.0,,1.82,43.0,14.0,5.0,12.0
4086.0,2023-01-03 20:00:00,6.0,Allahabad Junction,25.4358,81.8307,184.0,28.91,120.0,90.0,5.0,25.0,Clear,Tuesday,0.0,,3.56,108.0,17.0,18.0,41.0
9987.0,2023-01-07 22:20:00,7.0,Phaphamau,25.4945,81.8686,64.0,39.45,120.0,63.0,4.0,53.0,Clear,Saturday,0.0,,1.04,42.0,3.0,6.0,13.0
2889.0,2023-01-03 00:00:00,9.0,MNNIT Gate,25.492,81.8639,0.0,50.17,120.0,63.0,4.0,53.0,Light Rain,Tuesday,0.0,,0.0,0.0,0.0,0.0,0.0
4980.0,2023-01-04 10:50:00,10.0,Minto Park,25.4352,81.882,282.0,22.19,120.0,77.0,5.0,38.0,Cold Wave,Wednesday,0.0,,5.59,163.0,31.0,23.0,65.0
5895.0,2023-01-05 02:10:00,5.0,Naini Bridge,25.4088,81.8592,38.0,44.48,120.0,62.0,4.0,54.0,Clear,Thursday,1.0,,0.84,23.0,3.0,7.0,5.0
33.0,2023-01-01 00:30:00,3.0,Chowk,25.4314,81.8437,58.0,40.57,120.0,67.0,7.0,46.0,Clear,Sunday,1.0,,1.58,31.0,12.0,6.0,9.0
2759.0,2023-01-02 21:50:00,9.0,MNNIT Gate,25.492,81.8639,80.0,35.28,120.0,56.0,5.0,59.0,Clear,Monday,0.0,,1.57,47.0,7.0,9.0,17.0
4813.0,2023-01-04 08:10:00,3.0,Chowk,25.4314,81.8437,227.0,26.04,120.0,85.0,4.0,31.0,Clear,Wednesday,0.0,,5.19,126.0,25.0,35.0,41.0
6760.0,2023-01-05 16:30:00,10.0,Minto Park,25.4352,81.882,53.0,41.08,120.0,52.0,4.0,64.0,Clear,Thursday,1.0,,0.96,30.0,4.0,5.0,14.0
6074.0,2023-01-05 05:10:00,4.0,Tagore Town,25.4675,81.8867,35.0,45.98,120.0,55.0,5.0,60.0,Clear,Thursday,1.0,,0.65,23.0,3.0,,6.0
9114.0,2023-01-07 07:50:00,4.0,Tagore Town,25.4675,81.8867,209.0,27.27,120.0,84.0,5.0,31.0,Clear,Saturday,0.0,,3.79,124.0,12.0,26.0,47.0
3807.0,2023-01-03 15:20:00,7.0,Phaphamau,25.4945,81.8686,81.0,38.34,120.0,58.0,5.0,57.0,Clear,Tuesday,0.0,,1.83,47.0,12.0,7.0,15.0
2319.0,2023-01-02 14:30:00,9.0,MNNIT Gate,25.492,81.8639,110.0,29.25,120.0,60.0,6.0,54.0,Clear,Monday,0.0,,2.1,65.0,9.0,12.0,24.0
3073.0,2023-01-03 03:10:00,3.0,Chowk,25.4314,81.8437,146.0,30.91,120.0,70.0,5.0,45.0,Clear,Tuesday,0.0,,2.86,83.0,13.0,16.0,34.0
